,model,persona,variant,pid,vda,vda_normalized
2544,gpt-3.5-turbo-0125,Woman,cot,44.0,0.8,0.025100000000000122
2545,gpt-3.5-turbo-0125,Woman,cot,45.0,0.8099999999999999,0.03510000000000002
2546,gpt-3.5-turbo-0125,Woman,cot,46.0,0.7,-0.07489999999999997
2547,gpt-3.5-turbo-0125,Woman,cot,47.0,0.78,0.0051000000000001044
2548,gpt-3.5-turbo-0125,Woman,cot,48.0,0.72,-0.05489999999999995
2549,gpt-3.5-turbo-0125,Woman,cot,49.0,0.75,-0.024899999999999922
2550,gpt-3.5-turbo-0125,Woman,cot,50.0,0.75,-0.024899999999999922
2551,gpt-3.5-turbo-0125,Woman,cot,51.0,0.73,-0.04489999999999994
2552,gpt-3.5-turbo-0125,Woman,cot,52.0,0.6900000000000001,-0.08489999999999986
2553,gpt-3.5-turbo-0125,Woman,cot,53.0,0.76,-0.014899999999999913
2554,gpt-3.5-turbo-0125,Woman,cot,54.0,0.75,-0.024899999999999922
2555,gpt-3.5-turbo-0125,Woman,cot,55.0,0.73,-0.04489999999999994
2556,gpt-3.5-turbo-0125,Woman,cot,56.0,0.79,0.015100000000000113
2557,gpt-3.5-turbo-0125,Woman,cot,57.0,0.82,0.04510000000000003
2558,gpt-3.5-turbo-0125,Woman,cot,58.0,0.75,-0.024899999999999922
2559,gpt-3.5-turbo-0125,Woman,cot,59.0,0.73,-0.04489999999999994
2560,gpt-3.5-turbo-0125,Woman,cot,60.0,0.79,0.015100000000000113
2561,gpt-3.5-turbo-0125,Woman,cot,61.0,0.75,-0.024899999999999922
2562,gpt-3.5-turbo-0125,Woman,cot,62.0,0.82,0.04510000000000003
2563,gpt-3.5-turbo-0125,Woman,cot,63.0,0.76,-0.014899999999999913
2564,gpt-3.5-turbo-0125,Woman,cot,64.0,0.7999999999999999,0.02510000000000001
2565,gpt-3.5-turbo-0125,Woman,cot,65.0,0.75,-0.024899999999999922
2566,gpt-3.5-turbo-0125,Woman,cot,66.0,0.78,0.0051000000000001044
2567,gpt-3.5-turbo-0125,Woman,cot,67.0,0.76,-0.014899999999999913
2568,gpt-3.5-turbo-0125,Woman,cot,68.0,0.82,0.04510000000000003
2569,gpt-3.5-turbo-0125,Woman,cot,69.0,0.78,0.0051000000000001044
2570,gpt-3.5-turbo-0125,Woman,cot,70.0,0.76,-0.014899999999999913
2571,gpt-3.5-turbo-0125,Woman,cot,71.0,0.74,-0.03489999999999993
2572,gpt-3.5-turbo-0125,Woman,cot,72.0,0.75,-0.024899999999999922
2573,gpt-3.5-turbo-0125,Woman,cot,73.0,0.77,-0.004899999999999904
2574,gpt-3.5-turbo-0125,Woman,cot,74.0,0.76,-0.014899999999999913
2575,gpt-3.5-turbo-0125,Woman,cot,75.0,0.74,-0.03489999999999993
2576,gpt-3.5-turbo-0125,Woman,cot,76.0,0.73,-0.04489999999999994
2577,gpt-3.5-turbo-0125,Woman,cot,77.0,0.78,0.0051000000000001044
2578,gpt-3.5-turbo-0125,Woman,cot,78.0,0.8,0.025100000000000122
2579,gpt-3.5-turbo-0125,Woman,cot,79.0,0.74,-0.03489999999999993
2580,gpt-3.5-turbo-0125,Woman,cot,80.0,0.74,-0.03489999999999993
2581,gpt-3.5-turbo-0125,Woman,cot,81.0,0.76,-0.014899999999999913
2582,gpt-3.5-turbo-0125,Woman,cot,82.0,0.75,-0.024899999999999922
2583,gpt-3.5-turbo-0125,Woman,cot,83.0,0.77,-0.004899999999999904
2584,gpt-3.5-turbo-0125,Woman,cot,84.0,0.77,-0.004899999999999904
2585,gpt-3.5-turbo-0125,Woman,cot,85.0,0.74,-0.03489999999999993
2586,gpt-3.5-turbo-0125,Woman,cot,86.0,0.73,-0.04489999999999994
2587,gpt-3.5-turbo-0125,Woman,cot,87.0,0.74,-0.03489999999999993
2588,gpt-3.5-turbo-0125,Woman,cot,88.0,0.73,-0.04489999999999994
2589,gpt-3.5-turbo-0125,Woman,cot,89.0,0.74,-0.03489999999999993
2590,gpt-3.5-turbo-0125,Woman,cot,90.0,0.75,-0.024899999999999922
2591,gpt-3.5-turbo-0125,Woman,cot,91.0,0.75,-0.024899999999999922
2592,gpt-3.5-turbo-0125,Woman,cot,92.0,0.8,0.025100000000000122
2593,gpt-3.5-turbo-0125,Woman,cot,93.0,0.75,-0.024899999999999922
2594,gpt-3.5-turbo-0125,Woman,cot,94.0,0.74,-0.03489999999999993
2595,gpt-3.5-turbo-0125,Woman,cot,95.0,0.78,0.0051000000000001044
2596,gpt-3.5-turbo-0125,Woman,cot,96.0,0.8300000000000001,0.05510000000000015
2597,gpt-3.5-turbo-0125,Woman,cot,97.0,0.73,-0.04489999999999994
2598,gpt-3.5-turbo-0125,Woman,cot,98.0,0.74,-0.03489999999999993
2599,gpt-3.5-turbo-0125,Woman,cot,99.0,0.76,-0.014899999999999913
2600,gpt-4-0613,Man,cot,0.0,0.8105263157894737,-0.14394839283523497
2601,gpt-4-0613,Man,cot,1.0,0.8210526315789474,-0.13342207704576126
2602,gpt-4-0613,Man,cot,2.0,0.8099999999999999,-0.14447470862470868
2603,gpt-4-0613,Man,cot,3.0,0.8210526315789474,-0.13342207704576126
2604,gpt-4-0613,Man,cot,4.0,0.8105263157894737,-0.14394839283523497
2605,gpt-4-0613,Man,cot,5.0,0.8421052631578947,-0.11236944546681393
2606,gpt-4-0613,Man,cot,6.0,0.8666666666666667,-0.08780804195804193
2607,gpt-4-0613,Man,cot,7.0,0.82,-0.13447470862470867
2608,gpt-4-0613,Man,cot,8.0,0.8470588235294118,-0.10741588509529687
2609,gpt-4-0613,Man,cot,9.0,0.8222222222222223,-0.13225248640248632
2610,gpt-4-0613,Man,cot,10.0,0.8315789473684211,-0.12289576125628754
2611,gpt-4-0613,Man,cot,11.0,0.8315789473684211,-0.12289576125628754
2612,gpt-4-0613,Man,cot,12.0,0.8470588235294118,-0.10741588509529687
2613,gpt-4-0613,Man,cot,13.0,0.8235294117647058,-0.13094529686000278
2614,gpt-4-0613,Man,cot,14.0,0.8705882352941176,-0.08388647333059107
2615,gpt-4-0613,Man,cot,15.0,0.8526315789473684,-0.10184312967734022
2616,gpt-4-0613,Man,cot,16.0,0.8555555555555556,-0.098919153069153
2617,gpt-4-0613,Man,cot,17.0,0.77,-0.1844747086247086
2618,gpt-4-0613,Man,cot,18.0,0.8315789473684211,-0.12289576125628754
2619,gpt-4-0613,Man,cot,19.0,0.8588235294117647,-0.09565117921294397
2620,gpt-4-0613,Man,cot,20.0,0.8352941176470587,-0.11918059097764988
2621,gpt-4-0613,Man,cot,21.0,0.863157894736842,-0.09131681388786661
2622,gpt-4-0613,Man,cot,22.0,0.8105263157894737,-0.14394839283523497
2623,gpt-4-0613,Man,cot,23.0,0.7999999999999999,-0.1544747086247087
2624,gpt-4-0613,Man,cot,24.0,0.8526315789473684,-0.10184312967734022
2625,gpt-4-0613,Man,cot,25.0,0.7999999999999999,-0.1544747086247087
2626,gpt-4-0613,Man,cot,26.0,0.8210526315789474,-0.13342207704576126
2627,gpt-4-0613,Man,cot,27.0,0.8210526315789474,-0.13342207704576126
2628,gpt-4-0613,Man,cot,28.0,0.7894736842105263,-0.1650010244141823
2629,gpt-4-0613,Man,cot,29.0,0.8315789473684211,-0.12289576125628754
2630,gpt-4-0613,Man,cot,30.0,0.79,-0.1644747086247086
2631,gpt-4-0613,Man,cot,31.0,0.8210526315789474,-0.13342207704576126
2632,gpt-4-0613,Man,cot,32.0,0.7888888888888889,-0.16558581973581976
2633,gpt-4-0613,Man,cot,33.0,0.863157894736842,-0.09131681388786661
2634,gpt-4-0613,Man,cot,34.0,0.7999999999999999,-0.1544747086247087
2635,gpt-4-0613,Man,cot,35.0,0.8210526315789474,-0.13342207704576126
2636,gpt-4-0613,Man,cot,36.0,0.8444444444444444,-0.11003026418026418
2637,gpt-4-0613,Man,cot,37.0,0.8705882352941177,-0.08388647333059096
2638,gpt-4-0613,Man,cot,38.0,0.8421052631578947,-0.11236944546681393
2639,gpt-4-0613,Man,cot,39.0,0.8315789473684211,-0.12289576125628754
2640,gpt-4-0613,Man,cot,40.0,0.8666666666666667,-0.08780804195804193
2641,gpt-4-0613,Man,cot,41.0,0.82,-0.13447470862470867
2642,gpt-4-0613,Man,cot,42.0,0.8705882352941177,-0.08388647333059096
2643,gpt-4-0613,Man,cot,43.0,0.8210526315789474,-0.13342207704576126
2644,gpt-4-0613,Man,cot,44.0,0.788235294117647,-0.1662394145070616
2645,gpt-4-0613,Man,cot,45.0,0.8300000000000001,-0.12447470862470855
2646,gpt-4-0613,Man,cot,46.0,0.82,-0.13447470862470867
2647,gpt-4-0613,Man,cot,47.0,0.8333333333333334,-0.12114137529137525
2648,gpt-4-0613,Man,cot,48.0,0.8300000000000001,-0.12447470862470855
2649,gpt-4-0613,Man,cot,49.0,0.8777777777777778,-0.07669693084693086
2650,gpt-4-0613,Man,cot,50.0,0.8111111111111111,-0.1433635975135975
2651,gpt-4-0613,Man,cot,51.0,0.8099999999999999,-0.14447470862470868
2652,gpt-4-0613,Man,cot,52.0,0.7894736842105263,-0.1650010244141823
2653,gpt-4-0613,Man,cot,53.0,0.8105263157894737,-0.14394839283523497
2654,gpt-4-0613,Man,cot,54.0,0.7894736842105263,-0.1650010244141823
2655,gpt-4-0613,Man,cot,55.0,0.8105263157894737,-0.14394839283523497
2656,gpt-4-0613,Man,cot,56.0,0.7894736842105263,-0.1650010244141823
2657,gpt-4-0613,Man,cot,57.0,0.788888888888889,-0.16558581973581965
2658,gpt-4-0613,Man,cot,58.0,0.8444444444444444,-0.11003026418026418
2659,gpt-4-0613,Man,cot,59.0,0.8,-0.15447470862470858
2660,gpt-4-0613,Man,cot,60.0,0.8,-0.15447470862470858
2661,gpt-4-0613,Man,cot,61.0,0.8315789473684211,-0.12289576125628754
2662,gpt-4-0613,Man,cot,62.0,0.8400000000000001,-0.11447470862470854
2663,gpt-4-0613,Man,cot,63.0,0.8105263157894737,-0.14394839283523497
2664,gpt-4-0613,Man,cot,64.0,0.7999999999999999,-0.1544747086247087
2665,gpt-4-0613,Man,cot,65.0,0.8222222222222223,-0.13225248640248632
2666,gpt-4-0613,Man,cot,66.0,0.8526315789473684,-0.10184312967734022
2667,gpt-4-0613,Man,cot,67.0,0.8666666666666667,-0.08780804195804193
2668,gpt-4-0613,Man,cot,68.0,0.8588235294117647,-0.09565117921294397
2669,gpt-4-0613,Man,cot,69.0,0.79,-0.1644747086247086
2670,gpt-4-0613,Man,cot,70.0,0.8333333333333334,-0.12114137529137525
2671,gpt-4-0613,Man,cot,71.0,0.7894736842105263,-0.1650010244141823
2672,gpt-4-0613,Man,cot,72.0,0.7894736842105263,-0.1650010244141823
2673,gpt-4-0613,Man,cot,73.0,0.8555555555555556,-0.098919153069153
2674,gpt-4-0613,Man,cot,74.0,0.85,-0.10447470862470865
2675,gpt-4-0613,Man,cot,75.0,0.8099999999999999,-0.14447470862470868
2676,gpt-4-0613,Man,cot,76.0,0.7999999999999999,-0.1544747086247087
2677,gpt-4-0613,Man,cot,77.0,0.8400000000000001,-0.11447470862470854
2678,gpt-4-0613,Man,cot,78.0,0.8315789473684211,-0.12289576125628754
2679,gpt-4-0613,Man,cot,79.0,0.8099999999999999,-0.14447470862470868
2680,gpt-4-0613,Man,cot,80.0,0.7894736842105263,-0.1650010244141823
2681,gpt-4-0613,Man,cot,81.0,0.8555555555555556,-0.098919153069153
2682,gpt-4-0613,Man,cot,82.0,0.8117647058823529,-0.14271000274235568
2683,gpt-4-0613,Man,cot,83.0,0.8666666666666667,-0.08780804195804193
2684,gpt-4-0613,Man,cot,84.0,0.7894736842105263,-0.1650010244141823
2685,gpt-4-0613,Man,cot,85.0,0.8300000000000001,-0.12447470862470855
2686,gpt-4-0613,Man,cot,86.0,0.8222222222222223,-0.13225248640248632
2687,gpt-4-0613,Man,cot,87.0,0.8588235294117647,-0.09565117921294397
2688,gpt-4-0613,Man,cot,88.0,0.8315789473684211,-0.12289576125628754
2689,gpt-4-0613,Man,cot,89.0,0.8099999999999999,-0.14447470862470868
2690,gpt-4-0613,Man,cot,90.0,0.8333333333333334,-0.12114137529137525
2691,gpt-4-0613,Man,cot,91.0,0.8235294117647058,-0.13094529686000278
2692,gpt-4-0613,Man,cot,92.0,0.8315789473684211,-0.12289576125628754
2693,gpt-4-0613,Man,cot,93.0,0.8315789473684211,-0.12289576125628754
2694,gpt-4-0613,Man,cot,94.0,0.8210526315789474,-0.13342207704576126
2695,gpt-4-0613,Man,cot,95.0,0.8210526315789474,-0.13342207704576126
2696,gpt-4-0613,Man,cot,96.0,0.8666666666666667,-0.08780804195804193
2697,gpt-4-0613,Man,cot,97.0,0.8105263157894737,-0.14394839283523497
2698,gpt-4-0613,Man,cot,98.0,0.78,-0.1744747086247086
2699,gpt-4-0613,Man,cot,99.0,0.8736842105263158,-0.08079049809839278
2700,gpt-4-0613,Woman,cot,0.0,0.7999999999999999,-0.1544747086247087
2701,gpt-4-0613,Woman,cot,1.0,0.7894736842105263,-0.1650010244141823
2702,gpt-4-0613,Woman,cot,2.0,0.79,-0.1644747086247086
2703,gpt-4-0613,Woman,cot,3.0,0.77,-0.1844747086247086
2704,gpt-4-0613,Woman,cot,4.0,0.8105263157894737,-0.14394839283523497
2705,gpt-4-0613,Woman,cot,5.0,0.79,-0.1644747086247086
2706,gpt-4-0613,Woman,cot,6.0,0.76,-0.19447470862470861
2707,gpt-4-0613,Woman,cot,7.0,0.8105263157894737,-0.14394839283523497
2708,gpt-4-0613,Woman,cot,8.0,0.8222222222222223,-0.13225248640248632
2709,gpt-4-0613,Woman,cot,9.0,0.8315789473684211,-0.12289576125628754
2710,gpt-4-0613,Woman,cot,10.0,0.8099999999999999,-0.14447470862470868
2711,gpt-4-0613,Woman,cot,11.0,0.78,-0.1744747086247086
2712,gpt-4-0613,Woman,cot,12.0,0.78,-0.1744747086247086
2713,gpt-4-0613,Woman,cot,13.0,0.8,-0.15447470862470858
2714,gpt-4-0613,Woman,cot,14.0,0.8,-0.15447470862470858
2715,gpt-4-0613,Woman,cot,15.0,0.8,-0.15447470862470858
2716,gpt-4-0613,Woman,cot,16.0,0.79,-0.1644747086247086
2717,gpt-4-0613,Woman,cot,17.0,0.7894736842105263,-0.1650010244141823
2718,gpt-4-0613,Woman,cot,18.0,0.8105263157894737,-0.14394839283523497
2719,gpt-4-0613,Woman,cot,19.0,0.8,-0.15447470862470858
2720,gpt-4-0613,Woman,cot,20.0,0.8,-0.15447470862470858
2721,gpt-4-0613,Woman,cot,21.0,0.8,-0.15447470862470858
2722,gpt-4-0613,Woman,cot,22.0,0.8,-0.15447470862470858
2723,gpt-4-0613,Woman,cot,23.0,0.8099999999999999,-0.14447470862470868
2724,gpt-4-0613,Woman,cot,24.0,0.7999999999999999,-0.1544747086247087
2725,gpt-4-0613,Woman,cot,25.0,0.79,-0.1644747086247086
2726,gpt-4-0613,Woman,cot,26.0,0.8,-0.15447470862470858
2727,gpt-4-0613,Woman,cot,27.0,0.79,-0.1644747086247086
2728,gpt-4-0613,Woman,cot,28.0,0.8099999999999999,-0.14447470862470868
2729,gpt-4-0613,Woman,cot,29.0,0.82,-0.13447470862470867
2730,gpt-4-0613,Woman,cot,30.0,0.8,-0.15447470862470858
2731,gpt-4-0613,Woman,cot,31.0,0.8105263157894737,-0.14394839283523497
2732,gpt-4-0613,Woman,cot,32.0,0.8,-0.15447470862470858
2733,gpt-4-0613,Woman,cot,33.0,0.8111111111111111,-0.1433635975135975
2734,gpt-4-0613,Woman,cot,34.0,0.8,-0.15447470862470858
2735,gpt-4-0613,Woman,cot,35.0,0.7894736842105263,-0.1650010244141823
2736,gpt-4-0613,Woman,cot,36.0,0.8,-0.15447470862470858
2737,gpt-4-0613,Woman,cot,37.0,0.78,-0.1744747086247086
2738,gpt-4-0613,Woman,cot,38.0,0.8,-0.15447470862470858
2739,gpt-4-0613,Woman,cot,39.0,0.8421052631578947,-0.11236944546681393
2740,gpt-4-0613,Woman,cot,40.0,0.79,-0.1644747086247086
2741,gpt-4-0613,Woman,cot,41.0,0.8210526315789474,-0.13342207704576126
2742,gpt-4-0613,Woman,cot,42.0,0.8421052631578947,-0.11236944546681393
2743,gpt-4-0613,Woman,cot,43.0,0.77,-0.1844747086247086
2744,gpt-4-0613,Woman,cot,44.0,0.8300000000000001,-0.12447470862470855
2745,gpt-4-0613,Woman,cot,45.0,0.8099999999999999,-0.14447470862470868
2746,gpt-4-0613,Woman,cot,46.0,0.8470588235294118,-0.10741588509529687
2747,gpt-4-0613,Woman,cot,47.0,0.8099999999999999,-0.14447470862470868
2748,gpt-4-0613,Woman,cot,48.0,0.82,-0.13447470862470867
2749,gpt-4-0613,Woman,cot,49.0,0.8,-0.15447470862470858
2750,gpt-4-0613,Woman,cot,50.0,0.8099999999999999,-0.14447470862470868
2751,gpt-4-0613,Woman,cot,51.0,0.82,-0.13447470862470867
2752,gpt-4-0613,Woman,cot,52.0,0.79,-0.1644747086247086
2753,gpt-4-0613,Woman,cot,53.0,0.8,-0.15447470862470858
2754,gpt-4-0613,Woman,cot,54.0,0.8444444444444444,-0.11003026418026418
2755,gpt-4-0613,Woman,cot,55.0,0.8099999999999999,-0.14447470862470868
2756,gpt-4-0613,Woman,cot,56.0,0.8,-0.15447470862470858
2757,gpt-4-0613,Woman,cot,57.0,0.8105263157894737,-0.14394839283523497
2758,gpt-4-0613,Woman,cot,58.0,0.7789473684210527,-0.1755273402036559
2759,gpt-4-0613,Woman,cot,59.0,0.82,-0.13447470862470867
2760,gpt-4-0613,Woman,cot,60.0,0.8099999999999999,-0.14447470862470868
2761,gpt-4-0613,Woman,cot,61.0,0.8105263157894737,-0.14394839283523497
2762,gpt-4-0613,Woman,cot,62.0,0.7666666666666667,-0.1878080419580419
2763,gpt-4-0613,Woman,cot,63.0,0.8315789473684211,-0.12289576125628754
2764,gpt-4-0613,Woman,cot,64.0,0.8333333333333334,-0.12114137529137525
2765,gpt-4-0613,Woman,cot,65.0,0.78,-0.1744747086247086
2766,gpt-4-0613,Woman,cot,66.0,0.7684210526315789,-0.18605365599312973
2767,gpt-4-0613,Woman,cot,67.0,0.76,-0.19447470862470861
2768,gpt-4-0613,Woman,cot,68.0,0.8300000000000001,-0.12447470862470855
2769,gpt-4-0613,Woman,cot,69.0,0.8210526315789474,-0.13342207704576126
2770,gpt-4-0613,Woman,cot,70.0,0.8,-0.15447470862470858
2771,gpt-4-0613,Woman,cot,71.0,0.8210526315789474,-0.13342207704576126
2772,gpt-4-0613,Woman,cot,72.0,0.8300000000000001,-0.12447470862470855
2773,gpt-4-0613,Woman,cot,73.0,0.7578947368421053,-0.19657997178260334
2774,gpt-4-0613,Woman,cot,74.0,0.8105263157894737,-0.14394839283523497
2775,gpt-4-0613,Woman,cot,75.0,0.78,-0.1744747086247086
2776,gpt-4-0613,Woman,cot,76.0,0.8099999999999999,-0.14447470862470868
2777,gpt-4-0613,Woman,cot,77.0,0.78,-0.1744747086247086
2778,gpt-4-0613,Woman,cot,78.0,0.77,-0.1844747086247086
2779,gpt-4-0613,Woman,cot,79.0,0.78,-0.1744747086247086
2780,gpt-4-0613,Woman,cot,80.0,0.79,-0.1644747086247086
2781,gpt-4-0613,Woman,cot,81.0,0.78,-0.1744747086247086
2782,gpt-4-0613,Woman,cot,82.0,0.82,-0.13447470862470867
2783,gpt-4-0613,Woman,cot,83.0,0.8105263157894737,-0.14394839283523497
2784,gpt-4-0613,Woman,cot,84.0,0.79,-0.1644747086247086
2785,gpt-4-0613,Woman,cot,85.0,0.8,-0.15447470862470858
2786,gpt-4-0613,Woman,cot,86.0,0.79,-0.1644747086247086
2787,gpt-4-0613,Woman,cot,87.0,0.79,-0.1644747086247086
2788,gpt-4-0613,Woman,cot,88.0,0.8,-0.15447470862470858
2789,gpt-4-0613,Woman,cot,89.0,0.7684210526315789,-0.18605365599312973
2790,gpt-4-0613,Woman,cot,90.0,0.8105263157894737,-0.14394839283523497
2791,gpt-4-0613,Woman,cot,91.0,0.78,-0.1744747086247086
2792,gpt-4-0613,Woman,cot,92.0,0.76,-0.19447470862470861
2793,gpt-4-0613,Woman,cot,93.0,0.8,-0.15447470862470858
2794,gpt-4-0613,Woman,cot,94.0,0.7894736842105263,-0.1650010244141823
2795,gpt-4-0613,Woman,cot,95.0,0.8,-0.15447470862470858
2796,gpt-4-0613,Woman,cot,96.0,0.8,-0.15447470862470858
2797,gpt-4-0613,Woman,cot,97.0,0.7777777777777778,-0.17669693084693083
2798,gpt-4-0613,Woman,cot,98.0,0.8,-0.15447470862470858
2799,gpt-4-0613,Woman,cot,99.0,0.8099999999999999,-0.14447470862470868
2800,gpt-4o,Man,cot,0.0,0.8099999999999999,-0.09836842105263166
2801,gpt-4o,Man,cot,1.0,0.8099999999999999,-0.09836842105263166
2802,gpt-4o,Man,cot,2.0,0.8400000000000001,-0.06836842105263152
2803,gpt-4o,Man,cot,3.0,0.8400000000000001,-0.06836842105263152
2804,gpt-4o,Man,cot,4.0,0.82,-0.08836842105263165
2805,gpt-4o,Man,cot,5.0,0.82,-0.08836842105263165
2806,gpt-4o,Man,cot,6.0,0.82,-0.08836842105263165
2807,gpt-4o,Man,cot,7.0,0.8300000000000001,-0.07836842105263153
2808,gpt-4o,Man,cot,8.0,0.82,-0.08836842105263165
2809,gpt-4o,Man,cot,9.0,0.8300000000000001,-0.07836842105263153
2810,gpt-4o,Man,cot,10.0,0.8300000000000001,-0.07836842105263153
2811,gpt-4o,Man,cot,11.0,0.82,-0.08836842105263165
2812,gpt-4o,Man,cot,12.0,0.82,-0.08836842105263165
2813,gpt-4o,Man,cot,13.0,0.8300000000000001,-0.07836842105263153
2814,gpt-4o,Man,cot,14.0,0.85,-0.058368421052631625
2815,gpt-4o,Man,cot,15.0,0.8099999999999999,-0.09836842105263166
2816,gpt-4o,Man,cot,16.0,0.86,-0.048368421052631616
2817,gpt-4o,Man,cot,17.0,0.8,-0.10836842105263156
2818,gpt-4o,Man,cot,18.0,0.8400000000000001,-0.06836842105263152
2819,gpt-4o,Man,cot,19.0,0.8300000000000001,-0.07836842105263153
2820,gpt-4o,Man,cot,20.0,0.86,-0.048368421052631616
2821,gpt-4o,Man,cot,21.0,0.8400000000000001,-0.06836842105263152
2822,gpt-4o,Man,cot,22.0,0.8300000000000001,-0.07836842105263153
2823,gpt-4o,Man,cot,23.0,0.8400000000000001,-0.06836842105263152
2824,gpt-4o,Man,cot,24.0,0.8,-0.10836842105263156
2825,gpt-4o,Man,cot,25.0,0.8099999999999999,-0.09836842105263166
2826,gpt-4o,Man,cot,26.0,0.8099999999999999,-0.09836842105263166
2827,gpt-4o,Man,cot,27.0,0.82,-0.08836842105263165
2828,gpt-4o,Man,cot,28.0,0.85,-0.058368421052631625
2829,gpt-4o,Man,cot,29.0,0.8,-0.10836842105263156
2830,gpt-4o,Man,cot,30.0,0.8300000000000001,-0.07836842105263153
2831,gpt-4o,Man,cot,31.0,0.82,-0.08836842105263165
2832,gpt-4o,Man,cot,32.0,0.86,-0.048368421052631616
2833,gpt-4o,Man,cot,33.0,0.8099999999999999,-0.09836842105263166
2834,gpt-4o,Man,cot,34.0,0.8400000000000001,-0.06836842105263152
2835,gpt-4o,Man,cot,35.0,0.85,-0.058368421052631625
2836,gpt-4o,Man,cot,36.0,0.8300000000000001,-0.07836842105263153
2837,gpt-4o,Man,cot,37.0,0.8400000000000001,-0.06836842105263152
2838,gpt-4o,Man,cot,38.0,0.86,-0.048368421052631616
2839,gpt-4o,Man,cot,39.0,0.86,-0.048368421052631616
2840,gpt-4o,Man,cot,40.0,0.82,-0.08836842105263165
2841,gpt-4o,Man,cot,41.0,0.8400000000000001,-0.06836842105263152
2842,gpt-4o,Man,cot,42.0,0.86,-0.048368421052631616
2843,gpt-4o,Man,cot,43.0,0.8300000000000001,-0.07836842105263153
2844,gpt-4o,Man,cot,44.0,0.8300000000000001,-0.07836842105263153
2845,gpt-4o,Man,cot,45.0,0.8300000000000001,-0.07836842105263153
2846,gpt-4o,Man,cot,46.0,0.8,-0.10836842105263156
2847,gpt-4o,Man,cot,47.0,0.8300000000000001,-0.07836842105263153
2848,gpt-4o,Man,cot,48.0,0.82,-0.08836842105263165
2849,gpt-4o,Man,cot,49.0,0.79,-0.11836842105263157
2850,gpt-4o,Man,cot,50.0,0.82,-0.08836842105263165
2851,gpt-4o,Man,cot,51.0,0.82,-0.08836842105263165
2852,gpt-4o,Man,cot,52.0,0.8300000000000001,-0.07836842105263153
2853,gpt-4o,Man,cot,53.0,0.8300000000000001,-0.07836842105263153
2854,gpt-4o,Man,cot,54.0,0.82,-0.08836842105263165
2855,gpt-4o,Man,cot,55.0,0.86,-0.048368421052631616
2856,gpt-4o,Man,cot,56.0,0.85,-0.058368421052631625
2857,gpt-4o,Man,cot,57.0,0.82,-0.08836842105263165
2858,gpt-4o,Man,cot,58.0,0.8099999999999999,-0.09836842105263166
2859,gpt-4o,Man,cot,59.0,0.8,-0.10836842105263156
2860,gpt-4o,Man,cot,60.0,0.82,-0.08836842105263165
2861,gpt-4o,Man,cot,61.0,0.82,-0.08836842105263165
2862,gpt-4o,Man,cot,62.0,0.85,-0.058368421052631625
2863,gpt-4o,Man,cot,63.0,0.8699999999999999,-0.03836842105263172
2864,gpt-4o,Man,cot,64.0,0.8300000000000001,-0.07836842105263153
2865,gpt-4o,Man,cot,65.0,0.8099999999999999,-0.09836842105263166
2866,gpt-4o,Man,cot,66.0,0.8300000000000001,-0.07836842105263153
2867,gpt-4o,Man,cot,67.0,0.8400000000000001,-0.06836842105263152
2868,gpt-4o,Man,cot,68.0,0.8400000000000001,-0.06836842105263152
2869,gpt-4o,Man,cot,69.0,0.82,-0.08836842105263165
2870,gpt-4o,Man,cot,70.0,0.85,-0.058368421052631625
2871,gpt-4o,Man,cot,71.0,0.8300000000000001,-0.07836842105263153
2872,gpt-4o,Man,cot,72.0,0.8400000000000001,-0.06836842105263152
2873,gpt-4o,Man,cot,73.0,0.82,-0.08836842105263165
2874,gpt-4o,Man,cot,74.0,0.8300000000000001,-0.07836842105263153
2875,gpt-4o,Man,cot,75.0,0.82,-0.08836842105263165
2876,gpt-4o,Man,cot,76.0,0.8,-0.10836842105263156
2877,gpt-4o,Man,cot,77.0,0.82,-0.08836842105263165
2878,gpt-4o,Man,cot,78.0,0.8400000000000001,-0.06836842105263152
2879,gpt-4o,Man,cot,79.0,0.86,-0.048368421052631616
2880,gpt-4o,Man,cot,80.0,0.8300000000000001,-0.07836842105263153
2881,gpt-4o,Man,cot,81.0,0.8099999999999999,-0.09836842105263166
2882,gpt-4o,Man,cot,82.0,0.8,-0.10836842105263156
2883,gpt-4o,Man,cot,83.0,0.82,-0.08836842105263165
2884,gpt-4o,Man,cot,84.0,0.8099999999999999,-0.09836842105263166
2885,gpt-4o,Man,cot,85.0,0.8400000000000001,-0.06836842105263152
2886,gpt-4o,Man,cot,86.0,0.85,-0.058368421052631625
2887,gpt-4o,Man,cot,87.0,0.8,-0.10836842105263156
2888,gpt-4o,Man,cot,88.0,0.8099999999999999,-0.09836842105263166
2889,gpt-4o,Man,cot,89.0,0.8400000000000001,-0.06836842105263152
